l2,lr,gat_hidden_feats,num_heads,classifier_hidden_feats,rmse,r2,mae,type,split,model,seed
0,0.0031622776601683794,"(128, 128)","(5, 5)",64,2.4761064271932742,-2.0669501423584924,2.1698527,tr,random,gat,0
0,0.0031622776601683794,"(128, 128)","(5, 5)",64,2.5557802995275485,-1.749066145196461,2.221559,va,random,gat,0
0,0.0031622776601683794,"(128, 128)","(5, 5)",64,2.8724377036249287,-3.2867223359361812,2.514252,te,random,gat,0
