rmse,mae,r2,type,split,model,seed
1.7656543695488394,0.91553783,-0.5594789811567042,tr,random,gcn,0
1.4187356855703828,0.98093724,0.15288730964504849,va,random,gcn,0
1.3118240341456604,1.034324,0.10592227914480068,te,random,gcn,0
0.7713189829019231,0.5751292,0.7023977543702797,tr,random,gcn,1
1.3180118809252794,0.9387151,0.2688999183516999,va,random,gcn,1
1.381445602445007,0.9996745,0.008502334375952603,te,random,gcn,1
0.7986639175832092,0.6016093,0.6809224554829839,tr,random,gcn,2
1.2951562821780227,0.865344,0.2940360072166728,va,random,gcn,2
1.4782417073861542,1.10946,-0.135311513096128,te,random,gcn,2
0.8671883935322325,0.6446387,0.6238205343579455,tr,random,gcn,3
1.3868572327144908,1.001376,0.1905283086052546,va,random,gcn,3
1.5469670894453529,1.0651284,-0.24332965500603865,te,random,gcn,3
0.9593538089362652,0.71773434,0.539610112720913,tr,random,gcn,4
1.3086856183499864,0.89069134,0.27920980359197334,va,random,gcn,4
1.3883455861586265,1.0668361,-0.0014269745951525081,te,random,gcn,4
0.7797721235873776,0.6103523,0.6958389839051138,tr,random,gcn,5
1.2098000875952586,0.88411194,0.3840216668227753,va,random,gcn,5
1.4768125937857879,1.1643727,-0.13311729565240893,te,random,gcn,5
1.0004053486400022,0.7453415,0.4993662691535574,tr,random,gcn,6
1.3255500965098372,0.9449391,0.26051317741840585,va,random,gcn,6
1.323814307821999,1.0452664,0.08950354810107841,te,random,gcn,6
5.9479377955536314,1.0721378,-16.69705255452027,tr,random,gcn,7
1.3582192692909365,0.98826706,0.22361347998769687,va,random,gcn,7
1.6668048880799962,1.2289486,-0.4434229890218122,te,random,gcn,7
1.0783485512541588,0.8255983,0.41831689590735877,tr,random,gcn,8
1.3438180861855746,0.9339629,0.23999025523378215,va,random,gcn,8
1.2981971527456262,1.0338265,0.12440062700979204,te,random,gcn,8
1.064960939559654,0.80768347,0.432670301936139,tr,random,gcn,9
1.3467610357443862,0.9679864,0.2366578658349996,va,random,gcn,9
1.442158985785965,1.1053293,-0.0805637490754898,te,random,gcn,9
