seed,FP_type,split_type,type,rmse,mae,r2
0,ECFP4,random,tr,0.5330919142783775,0.38510627,0.8267778025675546
0,ECFP4,random,va,0.976522887380184,0.7258569,0.5008349253784297
0,ECFP4,random,te,1.2278073062529589,0.9569676,0.39870297589889736
