FP_type,split_type,type,num_of_compounds,C,gamma,rmse,r2,mae
ECFP4,random,tr,1050,63,0.03427733500139707,0.10515962727908056,0.9939103283761547,0.09731579970848277
ECFP4,random,va,1050,63,0.03427733500139707,1.257782078372413,0.2385935052338084,0.8552993897846376
ECFP4,random,te,1050,63,0.03427733500139707,0.9643383286873461,0.3588734178306382,0.7361933085175689
