FP_type,split_type,type,num_of_compounds,rmse,r2,mae,seed
ECFP4,random,tr,1225,0.8239117099434793,0.6160715014764409,0.507901189979418,0
ECFP4,random,va,1225,0.9882161950930414,0.429402296395633,0.7396567483468676,0
ECFP4,random,te,1225,1.2303739697035156,0.15096188294410107,0.81057434761396,0
ECFP4,random,tr,1225,0.8399420917764567,0.5966897803217668,0.4985706192978994,1
ECFP4,random,va,1225,1.1328143773897799,0.30024230815615405,0.8418961010083945,1
ECFP4,random,te,1225,1.1510041558807789,0.22536074591604205,0.8933151201043551,1
ECFP4,random,tr,1225,0.8466242880627439,0.6093354325422511,0.5143516698031201,2
ECFP4,random,va,1225,1.0258550376564601,0.2511615434909311,0.7771573604570968,2
ECFP4,random,te,1225,1.0641022953122878,0.26284509466903594,0.7464380716543642,2
ECFP4,random,tr,1225,0.8336810431293598,0.5975981117726947,0.5062299920957583,3
ECFP4,random,va,1225,1.0892035433287965,0.3727593822130716,0.7737402525152175,3
ECFP4,random,te,1225,1.163383843211156,0.2957037800582011,0.8289936677981711,3
ECFP4,random,tr,1225,0.858323419047107,0.585103867720598,0.5145841473364073,4
ECFP4,random,va,1225,1.0019100162732357,0.3811876789804439,0.7701676054965575,4
ECFP4,random,te,1225,1.0475453125583467,0.3943654395838836,0.7768622636680086,4
ECFP4,random,tr,1225,0.8315273552194229,0.6005599559634892,0.49901265065488576,5
ECFP4,random,va,1225,1.1932648226608351,0.2287138511155704,0.8361003229731693,5
ECFP4,random,te,1225,1.1302703723663008,0.3334665369680764,0.8573869739228347,5
ECFP4,random,tr,1225,0.842004466543928,0.6048120233601925,0.5113817740951812,6
ECFP4,random,va,1225,1.0679458231318761,0.3407213440761324,0.7744934866794023,6
ECFP4,random,te,1225,0.9802019779289711,0.37434553936318926,0.7185927465666346,6
ECFP4,random,tr,1225,0.8450203859758373,0.5966330281070731,0.5150016286868353,7
ECFP4,random,va,1225,0.9186900130130365,0.3780921749201863,0.7014518273611692,7
ECFP4,random,te,1225,1.1586330420058668,0.34796029181095056,0.8515997768894216,7
ECFP4,random,tr,1225,0.8347329901602066,0.6168347635890086,0.5023356750574234,8
ECFP4,random,va,1225,1.0780851287792006,0.2593827873985436,0.7976487714531836,8
ECFP4,random,te,1225,1.0531703398365684,0.269096651576057,0.7853222407823013,8
ECFP4,random,tr,1225,0.8679167497868361,0.5828689319058338,0.5248757501799198,9
ECFP4,random,va,1225,0.9156827393549414,0.37446053341462293,0.7167701975972468,9
ECFP4,random,te,1225,1.044994324642712,0.37309580558483724,0.7509085329827315,9
