l2,lr,gcn_hidden_feats,classifier_hidden_feats,rmse,r2,mae,type,split,model,seed
1e-06,0.03162277660168379,"(256, 256)",128,1.0580520088270111,0.36466153187561545,0.8119933,tr,random,gcn,0
1e-06,0.03162277660168379,"(256, 256)",128,1.1975040665081638,0.20180591526420677,0.9396994,va,random,gcn,0
1e-06,0.03162277660168379,"(256, 256)",128,1.2316634418323165,0.1193712596679225,0.90271276,te,random,gcn,0
