rmse,mae,r2,type,split,model,seed
1.0580520088270111,0.8119933,0.36466153187561545,tr,random,gcn,0
1.1975040665081638,0.9396994,0.20180591526420677,va,random,gcn,0
1.2316634418323165,0.90271276,0.1193712596679225,te,random,gcn,0
2.389752496808445,0.8955058,-2.2411337278646193,tr,random,gcn,1
1.2470603231509418,0.9459646,0.13437584879596487,va,random,gcn,1
3.598176568559452,1.2710334,-6.515773180816471,te,random,gcn,1
1.3648141806444911,0.9916204,-0.0571537947524261,tr,random,gcn,2
1.2349838010984293,0.93988794,0.15106001157551596,va,random,gcn,2
1.3902757184579397,1.006627,-0.12204593691037724,te,random,gcn,2
1.1368860600097614,0.8829785,0.26645796957018575,tr,random,gcn,3
1.2507843417832942,0.96005464,0.12919814670373986,va,random,gcn,3
1.2131526252474483,0.88802016,0.14564246696874394,te,random,gcn,3
1.0063741903494876,0.76851594,0.4252088531652283,tr,random,gcn,4
1.09755225724089,0.8146882,0.3294905421590607,va,random,gcn,4
1.2188240909063413,0.9109102,0.13763561929789014,te,random,gcn,4
0.7100771214682369,0.54062784,0.7138445124251003,tr,random,gcn,5
1.0596839949275112,0.82294565,0.3749608031907534,va,random,gcn,5
1.2760959795337647,0.9417479,0.0546872729377359,te,random,gcn,5
1.890764215561437,0.6954486,-1.0289244033984581,tr,random,gcn,6
1.1638951533312603,0.8990008,0.2459811295711679,va,random,gcn,6
1.3280468188443517,0.984191,-0.023848082836101403,te,random,gcn,6
0.9143875065937093,0.67240924,0.5254831378232959,tr,random,gcn,7
1.0957868955415893,0.8163991,0.33164580873278193,va,random,gcn,7
1.2078681686225556,0.87068856,0.15306933150647517,te,random,gcn,7
0.7955181687783988,0.6101854,0.6408372161078588,tr,random,gcn,8
1.1801572963165003,0.9271655,0.2247634114371252,va,random,gcn,8
1.2906211908390464,0.92293674,0.033044863649820955,te,random,gcn,8
0.9820016982458156,0.7481732,0.45271243894488244,tr,random,gcn,9
1.157152957426458,0.9048825,0.2546916165980654,va,random,gcn,9
1.2800661991554483,0.944704,0.04879602246080139,te,random,gcn,9
