FP_type,split_type,type,num_of_compounds,max_depth,num_leaves,learning_rate,subsample,rmse,r2,mae
ECFP4,random,tr,175,22,21,0.032267887371574364,1.0,0.9203627369160315,0.4264390019888913,0.7216062286292312
ECFP4,random,va,175,22,21,0.032267887371574364,1.0,1.4990775386770838,0.004730675434571174,1.0458013335711305
ECFP4,random,te,175,22,21,0.032267887371574364,1.0,1.1808637573683831,0.08221301310177054,0.9651194554323916
